"","Name","classId","MeshClass"
"1615","Cinoxacin","D059005","Topoisomerase II Inhibitors"
"1616","Fosfomycin","D000900","Anti-Bacterial Agents"
"1617","Diazepam","D000759","Adjuvants, Anesthesia"
"1618","Diazepam","D000927","Anticonvulsants"
"1619","Diazepam","D000932","Antiemetics"
"1620","Diazepam","D006993","Hypnotics and Sedatives"
"1621","Diazepam","D009125","Muscle Relaxants, Central"
"1622","Diazepam","D014151","Anti-Anxiety Agents"
"1623","Diazepam","D018686","Anesthetics, Intravenous"
"1624","Diazepam","D018757","GABA Modulators"
"1625","Phenmetrazine","D000697","Central Nervous System Stimulants"
"1626","Phenmetrazine","D001067","Appetite Depressants"
"1627","Phenmetrazine","D013566","Sympathomimetics"
"1628","Trifluoperazine","D000932","Antiemetics"
"1629","Trifluoperazine","D014150","Antipsychotic Agents"
"1630","Trifluoperazine","D018492","Dopamine Antagonists"
"1631","Cefaclor","D000900","Anti-Bacterial Agents"
"1632","Mifepristone","D000021","Abortifacient Agents, Steroidal"
"1633","Mifepristone","D003280","Contraceptives, Oral, Synthetic"
"1634","Mifepristone","D003283","Contraceptives, Postcoital, Synthetic"
"1635","Mifepristone","D006727","Hormone Antagonists"
"1636","Mifepristone","D008186","Luteolytic Agents"
"1637","Mifepristone","D008600","Menstruation-Inducing Agents"
"1638","Brompheniramine","D006634","Histamine H1 Antagonists"
"1639","Brompheniramine","D018926","Anti-Allergic Agents"
"1640","Loperamide","D000930","Antidiarrheals"
"1641","progabide","D000927","Anticonvulsants"
"1642","progabide","D000928","Antidepressive Agents"
"1643","progabide","D000978","Antiparkinson Agents"
"1644","progabide","D018755","GABA Agonists"
"1645","clocortolone","D000893","Anti-Inflammatory Agents"
"1646","clocortolone","D005938","Glucocorticoids"
"1647","Tolazamide","D007004","Hypoglycemic Agents"
"1648","Dobutamine","D002316","Cardiotonic Agents"
"1649","Dobutamine","D013566","Sympathomimetics"
"1650","Dobutamine","D058665","Adrenergic beta-1 Receptor Agonists"
"1651","Oxazepam","D006993","Hypnotics and Sedatives"
"1652","Oxazepam","D014151","Anti-Anxiety Agents"
"1653","Oxazepam","D018757","GABA Modulators"
"1654","donepezil","D002800","Cholinesterase Inhibitors"
"1655","donepezil","D018697","Nootropic Agents"
"1656","Nalbuphine","D000701","Analgesics, Opioid"
"1657","Nalbuphine","D009292","Narcotic Antagonists"
"1658","Nalbuphine","D009294","Narcotics"
"1659","Clofazimine","D000893","Anti-Inflammatory Agents"
"1660","Clofazimine","D007917","Leprostatic Agents"
"1661","Flurandrenolide","D000893","Anti-Inflammatory Agents"
"1662","Flurandrenolide","D005938","Glucocorticoids"
"1663","Cysteamine","D011837","Radiation-Protective Agents"
"1664","Perphenazine","D014150","Antipsychotic Agents"
"1665","Perphenazine","D018492","Dopamine Antagonists"
"1666","Dacarbazine","D018906","Antineoplastic Agents, Alkylating"
"1667","Pseudoephedrine","D001993","Bronchodilator Agents"
"1668","Pseudoephedrine","D014663","Nasal Decongestants"
"1669","temozolomide","D018906","Antineoplastic Agents, Alkylating"
"1670","Levorphanol","D000701","Analgesics, Opioid"
"1671","Levorphanol","D009294","Narcotics"
"1672","Chlorphenesin","D009125","Muscle Relaxants, Central"
"1673","terbinafine","D000935","Antifungal Agents"
"1674","terbinafine","D004791","Enzyme Inhibitors"
"1675","Penicillamine","D000931","Antidotes"
"1676","Penicillamine","D002614","Chelating Agents"
"1677","Penicillamine","D018501","Antirheumatic Agents"
"1678","prednisolone","D000893","Anti-Inflammatory Agents"
"1679","prednisolone","D005938","Glucocorticoids"
"1680","prednisolone","D018931","Antineoplastic Agents, Hormonal"
"1681","Diflunisal","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1682","Diflunisal","D016861","Cyclooxygenase Inhibitors"
"1683","vardenafil","D014665","Vasodilator Agents"
"1684","vardenafil","D058986","Phosphodiesterase 5 Inhibitors"
"1685","vardenafil","D064804","Urological Agents"
"1686","Ranitidine","D000897","Anti-Ulcer Agents"
"1687","Ranitidine","D006635","Histamine H2 Antagonists"
"1688","Tacrolimus","D007166","Immunosuppressive Agents"
"1689","Benzphetamine","D000697","Central Nervous System Stimulants"
"1690","Benzphetamine","D013566","Sympathomimetics"
"1691","Benzphetamine","D015259","Dopamine Agents"
"1692","Benzphetamine","D018663","Adrenergic Agents"
"1693","Benzphetamine","D018759","Adrenergic Uptake Inhibitors"
"1694","Benzphetamine","D018765","Dopamine Uptake Inhibitors"
"1695","Alprenolol","D000319","Adrenergic beta-Antagonists"
"1696","Alprenolol","D000889","Anti-Arrhythmia Agents"
"1697","Alprenolol","D000959","Antihypertensive Agents"
"1698","Alprenolol","D013565","Sympatholytics"
"1699","Ritodrine","D013566","Sympathomimetics"
"1700","Ritodrine","D015149","Tocolytic Agents"
"1701","Ritodrine","D058666","Adrenergic beta-2 Receptor Agonists"
"1702","benzonatate","D000996","Antitussive Agents"
"1703","dorzolamide","D000959","Antihypertensive Agents"
"1704","dorzolamide","D002257","Carbonic Anhydrase Inhibitors"
"1705","Suprofen","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1706","Suprofen","D016861","Cyclooxygenase Inhibitors"
"1707","Terbutaline","D001993","Bronchodilator Agents"
"1708","Terbutaline","D013566","Sympathomimetics"
"1709","Terbutaline","D015149","Tocolytic Agents"
"1710","Terbutaline","D058666","Adrenergic beta-2 Receptor Agonists"
"1711","Loteprednol","D018926","Anti-Allergic Agents"
"1712","Guaifenesin","D005100","Expectorants"
"1713","eprosartan","D000959","Antihypertensive Agents"
"1714","eprosartan","D057912","Angiotensin II Type 2 Receptor Blockers"
"1715","Sirolimus","D000900","Anti-Bacterial Agents"
"1716","Sirolimus","D000903","Antibiotics, Antineoplastic"
"1717","Sirolimus","D000935","Antifungal Agents"
"1718","Sirolimus","D007166","Immunosuppressive Agents"
"1719","Chlorhexidine","D000891","Anti-Infective Agents, Local"
"1720","Chlorhexidine","D004202","Disinfectants"
"1721","emtricitabine","D000998","Antiviral Agents"
"1722","Chlorothiazide","D000959","Antihypertensive Agents"
"1723","Chlorothiazide","D004232","Diuretics"
"1724","Chlorothiazide","D049993","Sodium Chloride Symporter Inhibitors"
"1725","quinapril","D000806","Angiotensin-Converting Enzyme Inhibitors"
"1726","quinapril","D000959","Antihypertensive Agents"
"1727","Isosorbide","D004234","Diuretics, Osmotic"
"1728","Isosorbide","N0000000384","Anemia"
"1729","Isosorbide","N0000000406","Angina Pectoris"
"1730","Isosorbide","N0000000406","Angina Pectoris"
"1731","Isosorbide","N0000000721","Cerebral Hemorrhage"
"1732","Isosorbide","N0000000857","Coronary Disease"
"1733","Isosorbide","N0000001417","Craniocerebral Trauma"
"1734","Isosorbide","N0000000885","Cyanosis"
"1735","Isosorbide","N0000000999","Drug Hypersensitivity"
"1736","Isosorbide","N0000003190","Esophageal Spasm, Diffuse"
"1737","Isosorbide","N0000001319","Gastroesophageal Reflux"
"1738","Isosorbide","N0000003321","Glaucoma, Angle-Closure"
"1739","Isosorbide","N0000001434","Heart Failure"
"1740","Isosorbide","N0000002447","Poisoning"
"1741","Isosorbide","N0000006345","Isosorbide"
"1742","Isosorbide","N0000007479","sildenafil"
"1743","Isosorbide","N0000000120","Nitric Oxide Donors"
"1744","Isosorbide","N0000008299","Arterial Vasodilation"
"1745","Isosorbide","N0000009455","Increased Nitric Oxide Activity"
"1746","Isosorbide","N0000009911","Venous Vasodilation"
"1747","Risedronate","D002121","Calcium Channel Blockers"
"1748","Risedronate","D050071","Bone Density Conservation Agents"
"1749","pemirolast","D006633","Histamine Antagonists"
"1750","Bumetanide","D004232","Diuretics"
"1751","Bumetanide","D049994","Sodium Potassium Chloride Symporter Inhibitors"
"1752","Mechlorethamine","D000477","Alkylating Agents"
"1753","Mechlorethamine","D018906","Antineoplastic Agents, Alkylating"
"1754","Granisetron","D000932","Antiemetics"
"1755","Granisetron","D012702","Serotonin Antagonists"
"1756","Dienestrol","D004968","Estrogens, Non-Steroidal"
"1757","Sulfapyridine","D000890","Anti-Infective Agents"
"1758","Sulfapyridine","D003879","Dermatologic Agents"
"1759","Iron","D014131","Trace Elements"
"1760","Iron","N0000000387","Anemia, Hemolytic"
"1761","Iron","N0000000391","Anemia, Hypochromic"
"1762","Iron","N0000003859","Anemia, Iron-Deficiency"
"1763","Iron","N0000003859","Anemia, Iron-Deficiency"
"1764","Iron","N0000000393","Anemia, Megaloblastic"
"1765","Iron","N0000000999","Drug Hypersensitivity"
"1766","Iron","N0000001469","Hemochromatosis"
"1767","Iron","N0000001494","Hemosiderosis"
"1768","Iron","N0000002480","Pregnancy Complications, Hematologic"
"1769","Iron","N0000006237","Iron"
"1770","Iron","N0000000220","Electrolyte Activity"
"1771","Iron","N0000009319","Increased Erythroid Cell Production"
"1772","Testolactone","D018931","Antineoplastic Agents, Hormonal"
"1773","rimexolone","D005938","Glucocorticoids"
"1774","Triazolam","D000759","Adjuvants, Anesthesia"
"1775","Triazolam","D014151","Anti-Anxiety Agents"
"1776","Triazolam","D018757","GABA Modulators"
"1777","Ethanol","D000891","Anti-Infective Agents, Local"
"1778","Ethanol","D002492","Central Nervous System Depressants"
"1779","remifentanil","D000701","Analgesics, Opioid"
"1780","remifentanil","D006993","Hypnotics and Sedatives"
"1781","remifentanil","D018686","Anesthetics, Intravenous"
"1782","Didanosine","D000963","Antimetabolites"
"1783","Didanosine","D018894","Reverse Transcriptase Inhibitors"
"1784","Didanosine","D019380","Anti-HIV Agents"
"1785","Ondansetron","D000932","Antiemetics"
"1786","Ondansetron","D000982","Antipruritics"
"1787","Ondansetron","D012702","Serotonin Antagonists"
"1788","Ondansetron","D014150","Antipsychotic Agents"
"1789","Ondansetron","D014151","Anti-Anxiety Agents"
"1790","bimatoprost","D000959","Antihypertensive Agents"
"1791","tiagabine","D000927","Anticonvulsants"
"1792","tiagabine","D014179","Neurotransmitter Uptake Inhibitors"
"1793","tiagabine","D018755","GABA Agonists"
"1794","Cocaine","D000779","Anesthetics, Local"
"1795","Cocaine","D014662","Vasoconstrictor Agents"
"1796","Cocaine","D018765","Dopamine Uptake Inhibitors"
"1797","Quinidine","D000317","Adrenergic alpha-Antagonists"
"1798","Quinidine","D000889","Anti-Arrhythmia Agents"
"1799","Quinidine","D000962","Antimalarials"
"1800","Quinidine","D004791","Enzyme Inhibitors"
"1801","Quinidine","D018727","Muscarinic Antagonists"
"1802","Quinidine","D061567","Voltage-Gated Sodium Channel Blockers"
"1803","zonisamide","D000927","Anticonvulsants"
"1804","zonisamide","D000975","Antioxidants"
"1805","Tinidazole","D000477","Alkylating Agents"
"1806","Tinidazole","D000994","Antitrichomonal Agents"
"1807","repaglinide","D007004","Hypoglycemic Agents"
"1808","Phenformin","D007004","Hypoglycemic Agents"
"1809","Amantadine","D000978","Antiparkinson Agents"
"1810","Amantadine","D000998","Antiviral Agents"
"1811","Amantadine","D015259","Dopamine Agents"
"1812","Amantadine","D018712","Analgesics, Non-Narcotic"
"1813","Metronidazole","D000890","Anti-Infective Agents"
"1814","Metronidazole","D000981","Antiprotozoal Agents"
"1815","Metronidazole","D011838","Radiation-Sensitizing Agents"
"1816","Dinoprostone","D010120","Oxytocics"
"1817","almotriptan","D017366","Serotonin Receptor Agonists"
"1818","Spectinomycin","D000900","Anti-Bacterial Agents"
"1819","Ketotifen","D000982","Antipruritics"
"1820","Ketotifen","D006634","Histamine H1 Antagonists"
"1821","Ketotifen","D018926","Anti-Allergic Agents"
"1822","Buprenorphine","D000701","Analgesics, Opioid"
"1823","Buprenorphine","D009292","Narcotic Antagonists"
"1824","Buprenorphine","D009294","Narcotics"
"1825","Levosimendan","D000889","Anti-Arrhythmia Agents"
"1826","Levosimendan","D002316","Cardiotonic Agents"
"1827","Levosimendan","D010726","Phosphodiesterase Inhibitors"
"1828","Levosimendan","D014665","Vasodilator Agents"
"1829","ceforanide","D000900","Anti-Bacterial Agents"
"1830","cyclobenzaprine","D000929","Antidepressive Agents, Tricyclic"
"1831","cyclobenzaprine","D009125","Muscle Relaxants, Central"
"1832","cyclobenzaprine","D014149","Tranquilizing Agents"
"1833","Phenoxybenzamine","D000317","Adrenergic alpha-Antagonists"
"1834","Phenoxybenzamine","D000959","Antihypertensive Agents"
"1835","Phenoxybenzamine","D014665","Vasodilator Agents"
"1836","Famotidine","D000897","Anti-Ulcer Agents"
"1837","Famotidine","D006635","Histamine H2 Antagonists"
"1838","Azacitidine","D000964","Antimetabolites, Antineoplastic"
"1839","Azacitidine","D004791","Enzyme Inhibitors"
"1840","Misoprostol","D000020","Abortifacient Agents, Nonsteroidal"
"1841","Misoprostol","D000897","Anti-Ulcer Agents"
"1842","Misoprostol","D010120","Oxytocics"
"1843","colesevelam","D000924","Anticholesteremic Agents"
"1844","Methacycline","D000900","Anti-Bacterial Agents"
"1845","tipranavir","D019380","Anti-HIV Agents"
"1846","Mesoridazine","D014150","Antipsychotic Agents"
"1847","Mesoridazine","D018492","Dopamine Antagonists"
"1848","Maprotiline","D018687","Antidepressive Agents, Second-Generation"
"1849","Maprotiline","D018759","Adrenergic Uptake Inhibitors"
"1850","Oxymetazoline","D000316","Adrenergic alpha-Agonists"
"1851","Oxymetazoline","D013566","Sympathomimetics"
"1852","Oxymetazoline","D014663","Nasal Decongestants"
"1853","Diethylpropion","D001067","Appetite Depressants"
"1854","salmeterol","D001993","Bronchodilator Agents"
"1855","salmeterol","D058666","Adrenergic beta-2 Receptor Agonists"
"1856","methantheline","D018727","Muscarinic Antagonists"
"1857","Zalcitabine","D000963","Antimetabolites"
"1858","Zalcitabine","D018894","Reverse Transcriptase Inhibitors"
"1859","Zalcitabine","D019380","Anti-HIV Agents"
"1860","Demecarium","D002800","Cholinesterase Inhibitors"
"1861","Aspirin","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1862","Aspirin","D005343","Fibrinolytic Agents"
"1863","Aspirin","D010975","Platelet Aggregation Inhibitors"
"1864","Aspirin","D016861","Cyclooxygenase Inhibitors"
"1865","Aspirin","D058633","Antipyretics"
"1866","Phenprocoumon","D000925","Anticoagulants"
"1867","fulvestrant","D004965","Estrogen Antagonists"
"1868","fulvestrant","D018931","Antineoplastic Agents, Hormonal"
"1869","Mezlocillin","D000900","Anti-Bacterial Agents"
"1870","felbamate","D000927","Anticonvulsants"
"1871","fexofenadine","D018926","Anti-Allergic Agents"
"1872","fexofenadine","D039563","Histamine H1 Antagonists, Non-Sedating"
"1873","isoniazid","D000995","Antitubercular Agents"
"1874","isoniazid","D054872","Fatty Acid Synthesis Inhibitors"
"1875","naratriptan","D014662","Vasoconstrictor Agents"
"1876","naratriptan","D058825","Serotonin 5-HT1 Receptor Agonists"
"1877","rizatriptan","D017366","Serotonin Receptor Agonists"
"1878","dirithromycin","D000900","Anti-Bacterial Agents"
"1879","Netilmicin","D000900","Anti-Bacterial Agents"
"1880","Netilmicin","D011500","Protein Synthesis Inhibitors"
"1881","Hydrocodone","D000701","Analgesics, Opioid"
"1882","Hydrocodone","D000996","Antitussive Agents"
"1883","Hydrocodone","D009294","Narcotics"
"1884","norgestimate","D003280","Contraceptives, Oral, Synthetic"
"1885","Carboplatin","D000970","Antineoplastic Agents"
"1886","Methylprednisolone","D000893","Anti-Inflammatory Agents"
"1887","Methylprednisolone","D000932","Antiemetics"
"1888","Methylprednisolone","D005938","Glucocorticoids"
"1889","Methylprednisolone","D018696","Neuroprotective Agents"
"1890","Pindolol","D000319","Adrenergic beta-Antagonists"
"1891","Pindolol","D000959","Antihypertensive Agents"
"1892","Pindolol","D012702","Serotonin Antagonists"
"1893","Pindolol","D014665","Vasodilator Agents"
"1894","Mepivacaine","D000779","Anesthetics, Local"
"1895","zaleplon","D000927","Anticonvulsants"
"1896","zaleplon","D006993","Hypnotics and Sedatives"
"1897","zaleplon","D018757","GABA Modulators"
"1898","bromfenac","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1899","apraclonidine","D058647","Adrenergic alpha-2 Receptor Agonists"
"1900","telmisartan","D000959","Antihypertensive Agents"
"1901","telmisartan","D047228","Angiotensin II Type 1 Receptor Blockers"
"1902","desloratadine","D018680","Cholinergic Antagonists"
"1903","desloratadine","D039563","Histamine H1 Antagonists, Non-Sedating"
"1904","Methyldopa","D000959","Antihypertensive Agents"
"1905","Methyldopa","D013565","Sympatholytics"
"1906","Methyldopa","D058647","Adrenergic alpha-2 Receptor Agonists"
"1907","alosetron","D005765","Gastrointestinal Agents"
"1908","alosetron","D012702","Serotonin Antagonists"
"1909","Dactinomycin","D000900","Anti-Bacterial Agents"
"1910","Dactinomycin","D000903","Antibiotics, Antineoplastic"
"1911","Dactinomycin","D011500","Protein Synthesis Inhibitors"
"1912","Dactinomycin","D019384","Nucleic Acid Synthesis Inhibitors"
"1913","Selenium","D000975","Antioxidants"
"1914","Selenium","D014131","Trace Elements"
"1915","Selenium","N0000000909","Deficiency Diseases"
"1916","Selenium","N0000000909","Deficiency Diseases"
"1917","Selenium","N0000000999","Drug Hypersensitivity"
"1918","Selenium","N0000006104","Selenium"
"1919","Selenium","N0000008341","Cellular Degradation/Digestion Alteration"
"1920","azelastine","D001993","Bronchodilator Agents"
"1921","azelastine","D016859","Lipoxygenase Inhibitors"
"1922","azelastine","D018926","Anti-Allergic Agents"
"1923","azelastine","D039563","Histamine H1 Antagonists, Non-Sedating"
"1924","ezetimibe","D000924","Anticholesteremic Agents"
"1925","Dipyridamole","D010726","Phosphodiesterase Inhibitors"
"1926","Dipyridamole","D010975","Platelet Aggregation Inhibitors"
"1927","Dipyridamole","D014665","Vasodilator Agents"
"1928","telithromycin","D000900","Anti-Bacterial Agents"
"1929","lomefloxacin","D000900","Anti-Bacterial Agents"
"1930","lomefloxacin","D059005","Topoisomerase II Inhibitors"
"1931","Cyclopentolate","D009184","Mydriatics"
"1932","Cyclopentolate","D010276","Parasympatholytics"
"1933","Cyclopentolate","D018727","Muscarinic Antagonists"
"1934","Physostigmine","D002800","Cholinesterase Inhibitors"
"1935","Physostigmine","D008916","Miotics"
"1936","Isotretinoin","D003879","Dermatologic Agents"
"1937","formoterol","D001993","Bronchodilator Agents"
"1938","formoterol","D058666","Adrenergic beta-2 Receptor Agonists"
"1939","Nandrolone","D000728","Androgens"
"1940","Nandrolone","D045930","Anabolic Agents"
"1941","Nandrolone","A14AB","Estren derivatives"
"1942","Nandrolone","S01XA","Other ophthalmologicals"
"1943","Nandrolone","N0000000384","Anemia"
"1944","Nandrolone","N0000000612","Breast Neoplasms"
"1945","Nandrolone","N0000000612","Breast Neoplasms"
"1946","Nandrolone","N0000000999","Drug Hypersensitivity"
"1947","Nandrolone","N0000010203","Infant"
"1948","Nandrolone","N0000002153","Nephrosis"
"1949","Nandrolone","N0000010195","Pregnancy"
"1950","Nandrolone","N0000002500","Prostatic Neoplasms"
"1951","Nandrolone","N0000175824","Androgen"
"1952","Nandrolone","N0000175824","Androgen"
"1953","Nandrolone","N0000007806","Nandrolone"
"1954","Nandrolone","N0000000146","Androgen Receptor Agonists"
"1955","Nandrolone","N0000008311","Bone Formation Stimulation"
"1956","Nandrolone","N0000009319","Increased Erythroid Cell Production"
"1957","Nandrolone","N0000009320","Increased Erythropoetin Secretion"
"1958","Nandrolone","N0000009533","Increased Protein Synthesis"
"1959","Dimenhydrinate","D000932","Antiemetics"
"1960","Dimenhydrinate","D006634","Histamine H1 Antagonists"
"1961","Glycopyrrolate","D000759","Adjuvants, Anesthesia"
"1962","Glycopyrrolate","D018727","Muscarinic Antagonists"
"1963","Cytarabine","D000964","Antimetabolites, Antineoplastic"
"1964","Cytarabine","D000998","Antiviral Agents"
"1965","Cytarabine","D007166","Immunosuppressive Agents"
"1966","Dopamine","D002316","Cardiotonic Agents"
"1967","Dopamine","D013566","Sympathomimetics"
"1968","Dopamine","D015259","Dopamine Agents"
"1969","rivastigmine","D002800","Cholinesterase Inhibitors"
"1970","rivastigmine","D018696","Neuroprotective Agents"
"1971","exemestane","D000970","Antineoplastic Agents"
"1972","exemestane","D047072","Aromatase Inhibitors"
"1973","oxaprozin","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"1974","Azathioprine","D000963","Antimetabolites"
"1975","Azathioprine","D000964","Antimetabolites, Antineoplastic"
"1976","Azathioprine","D007166","Immunosuppressive Agents"
"1977","Azathioprine","D018501","Antirheumatic Agents"
"1978","Neomycin","D000900","Anti-Bacterial Agents"
"1979","Neomycin","D011500","Protein Synthesis Inhibitors"
"1980","Auranofin","D018501","Antirheumatic Agents"
"1981","gabapentin","D000700","Analgesics"
"1982","gabapentin","D000927","Anticonvulsants"
"1983","gabapentin","D000978","Antiparkinson Agents"
"1984","gabapentin","D002121","Calcium Channel Blockers"
"1985","gabapentin","D014151","Anti-Anxiety Agents"
"1986","gabapentin","D018691","Excitatory Amino Acid Antagonists"
"1987","gabapentin","D018692","Antimanic Agents"
"1988","Doxorubicin","D000903","Antibiotics, Antineoplastic"
"1989","Doxorubicin","D059005","Topoisomerase II Inhibitors"
"1990","frovatriptan","D017366","Serotonin Receptor Agonists"
"1991","Hydrochlorothiazide","D000959","Antihypertensive Agents"
"1992","Hydrochlorothiazide","D004232","Diuretics"
"1993","Hydrochlorothiazide","D049993","Sodium Chloride Symporter Inhibitors"
"1994","Cyclacillin","D000900","Anti-Bacterial Agents"
"1995","Levobupivacaine","D000779","Anesthetics, Local"
"1996","Ganciclovir","D000998","Antiviral Agents"
"1997","hydroxyurea","D000970","Antineoplastic Agents"
"1998","hydroxyurea","D000986","Antisickling Agents"
"1999","hydroxyurea","D004791","Enzyme Inhibitors"
"2000","hydroxyurea","D019384","Nucleic Acid Synthesis Inhibitors"
"2001","letrozole","D000970","Antineoplastic Agents"
"2002","letrozole","D047072","Aromatase Inhibitors"
"2003","tioconazole","D000935","Antifungal Agents"
"2004","tioconazole","D058888","14-alpha Demethylase Inhibitors"
"2005","Busulfan","D000477","Alkylating Agents"
"2006","Busulfan","D007166","Immunosuppressive Agents"
"2007","Busulfan","D018906","Antineoplastic Agents, Alkylating"
"2008","Busulfan","D019653","Myeloablative Agonists"
"2009","Ketoprofen","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"2010","Ketoprofen","D016861","Cyclooxygenase Inhibitors"
"2011","Edrophonium","D000931","Antidotes"
"2012","Edrophonium","D002800","Cholinesterase Inhibitors"
"2013","Metyrapone","D000963","Antimetabolites"
"2014","Metyrapone","D004791","Enzyme Inhibitors"
"2015","Clobetasol","D000893","Anti-Inflammatory Agents"
"2016","Clobetasol","D005938","Glucocorticoids"
"2017","Clobetasol","D07AD","Corticosteroids, very potent (group IV)"
"2018","Clobetasol","N0000000939","Dermatitis"
"2019","Clobetasol","N0000001190","Facial Dermatoses"
"2020","Clobetasol","N0000001275","Foot Dermatoses"
"2021","Clobetasol","N0000001410","Hand Dermatoses"
"2022","Clobetasol","N0000001610","Hypersensitivity"
"2023","Clobetasol","N0000001687","Inflammation"
"2024","Clobetasol","N0000001794","Leg Dermatoses"
"2025","Clobetasol","N0000002682","Scalp Dermatoses"
"2026","Clobetasol","N0000175576","Corticosteroid"
"2027","Clobetasol","N0000175576","Corticosteroid"
"2028","Clobetasol","N0000008086","Clobetasol"
"2029","Clobetasol","N0000175450","Corticosteroid Hormone Receptor Agonists"
"2030","Clobetasol","N0000000159","Glucocorticoid Receptor Agonists"
"2031","Clobetasol","N0000000134","Lipoxygenase Inhibitors"
"2032","Clobetasol","N0000175450","Corticosteroid Hormone Receptor Agonists"
"2033","Clobetasol","N0000008663","Decreased Immunologically Active Molecule Activity"
"2034","Clobetasol","N0000008841","Decreased Protein Synthesis"
"2035","balsalazide","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"2036","balsalazide","D005765","Gastrointestinal Agents"
"2037","Sulfamethoxazole","D000890","Anti-Infective Agents"
"2038","Glyburide","D007004","Hypoglycemic Agents"
"2039","Minocycline","D000900","Anti-Bacterial Agents"
"2040","Guanfacine","D000959","Antihypertensive Agents"
"2041","Guanfacine","D058647","Adrenergic alpha-2 Receptor Agonists"
"2042","Bethanechol","D010277","Parasympathomimetics"
"2043","Bethanechol","D018721","Muscarinic Agonists"
"2044","Isosorbide","D004234","Diuretics, Osmotic"
"2045","Isosorbide","N0000000384","Anemia"
"2046","Isosorbide","N0000000406","Angina Pectoris"
"2047","Isosorbide","N0000000406","Angina Pectoris"
"2048","Isosorbide","N0000000721","Cerebral Hemorrhage"
"2049","Isosorbide","N0000000857","Coronary Disease"
"2050","Isosorbide","N0000001417","Craniocerebral Trauma"
"2051","Isosorbide","N0000000885","Cyanosis"
"2052","Isosorbide","N0000000999","Drug Hypersensitivity"
"2053","Isosorbide","N0000003190","Esophageal Spasm, Diffuse"
"2054","Isosorbide","N0000001319","Gastroesophageal Reflux"
"2055","Isosorbide","N0000003321","Glaucoma, Angle-Closure"
"2056","Isosorbide","N0000001434","Heart Failure"
"2057","Isosorbide","N0000002447","Poisoning"
"2058","Isosorbide","N0000006345","Isosorbide"
"2059","Isosorbide","N0000007479","sildenafil"
"2060","Isosorbide","N0000000120","Nitric Oxide Donors"
"2061","Isosorbide","N0000008299","Arterial Vasodilation"
"2062","Isosorbide","N0000009455","Increased Nitric Oxide Activity"
"2063","Isosorbide","N0000009911","Venous Vasodilation"
"2064","Trichlormethiazide","D000959","Antihypertensive Agents"
"2065","Trichlormethiazide","D004232","Diuretics"
"2066","Trichlormethiazide","D049993","Sodium Chloride Symporter Inhibitors"
"2067","Felodipine","D000889","Anti-Arrhythmia Agents"
"2068","Felodipine","D000959","Antihypertensive Agents"
"2069","Felodipine","D002121","Calcium Channel Blockers"
"2070","Felodipine","D014665","Vasodilator Agents"
"2071","amlexanox","D018926","Anti-Allergic Agents"
"2072","Ketoconazole","D000935","Antifungal Agents"
"2073","Ketoconazole","D058888","14-alpha Demethylase Inhibitors"
"2074","Methoxyflurane","D018685","Anesthetics, Inhalation"
"2075","irbesartan","D000959","Antihypertensive Agents"
"2076","irbesartan","D047228","Angiotensin II Type 1 Receptor Blockers"
"2077","Topotecan","D059004","Topoisomerase I Inhibitors"
"2078","Probenecid","D014528","Uricosuric Agents"
"2079","mercaptopurine","D000963","Antimetabolites"
"2080","mercaptopurine","D000964","Antimetabolites, Antineoplastic"
"2081","mercaptopurine","D007166","Immunosuppressive Agents"
"2082","mercaptopurine","D019384","Nucleic Acid Synthesis Inhibitors"
"2083","Procainamide","D000889","Anti-Arrhythmia Agents"
"2084","Procainamide","D061567","Voltage-Gated Sodium Channel Blockers"
"2085","tolterodine","D018727","Muscarinic Antagonists"
"2086","tolterodine","D064804","Urological Agents"
"2087","Selegiline","D000978","Antiparkinson Agents"
"2088","Selegiline","D008996","Monoamine Oxidase Inhibitors"
"2089","Selegiline","D018696","Neuroprotective Agents"
"2090","Fenofibrate","D000960","Hypolipidemic Agents"
"2091","Thalidomide","D007166","Immunosuppressive Agents"
"2092","Thalidomide","D007917","Leprostatic Agents"
"2093","Thalidomide","D020533","Angiogenesis Inhibitors"
"2094","Melphalan","D018906","Antineoplastic Agents, Alkylating"
"2095","Melphalan","D019653","Myeloablative Agonists"
"2096","Memantine","D000978","Antiparkinson Agents"
"2097","Memantine","D015259","Dopamine Agents"
"2098","Memantine","D018691","Excitatory Amino Acid Antagonists"
"2099","gatifloxacin","D000900","Anti-Bacterial Agents"
"2100","gatifloxacin","D059005","Topoisomerase II Inhibitors"
"2101","Fluocinonide","D000893","Anti-Inflammatory Agents"
"2102","Fluocinonide","D005938","Glucocorticoids"
"2103","Fluocinonide","D018926","Anti-Allergic Agents"
"2104","abacavir","D018894","Reverse Transcriptase Inhibitors"
"2105","abacavir","D019380","Anti-HIV Agents"
"2106","Ibuprofen","D000894","Anti-Inflammatory Agents, Non-Steroidal"
"2107","Ibuprofen","D016861","Cyclooxygenase Inhibitors"
